OBJECTID,NTD_ID,NTAD_NTD_ID,Agency_Name,Common_Name,City,State,Lon,Lat,In_Latest_NTAD_Upload,License,x,y
973,80025,80025,"City of Loveland, Colorado",City of Loveland Transit (COLT),Loveland,CO,-105.069122,40.39413002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.069121999674,40.3941300198021
974,80026,80026,City of St. George,SunTran,Saint George,UT,-113.563267,37.11255202,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-113.563267000354,37.1125520199723
975,80028,80028,Cache Valley Transit District,Cache Valley Transit District (CVTD),North Logan,UT,-111.853371,41.74274199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.85337099972,41.7427419901441
976,80107,80107,University of Montana,ASUM Transportation,Missoula,MT,-113.9809954,46.86036008,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-113.980995399655,46.8603600799417
977,80119,80119,City of Black Hawk,The Black Hawk & Central City Tramway,Black Hawk,CO,-105.494915,39.801708,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.494915000183,39.8017079998587
978,80121,80121,Fremont County Association of Governments,Wind River Transportation Authority,Riverton,WY,-108.450431,43.05251231,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-108.450430999721,43.0525123102249
979,80140,80140,University of Wyoming,UWYO Transportation Services,Laramie,WY,-105.5830113,41.31218542,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.583011299673,41.3121854197719
980,80150,80150,Gunnison Valley Rural Transportation Authority,Gunnison Valley RTA (GVRTA),Crested Butte,CO,-106.924912,38.546123,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.924912000399,38.5461229998042
981,80159,80159,Mountain Express,Mountain Express,Crested Butte,CO,-106.976881,38.87467299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.976881000246,38.8746729900881
982,80161,80161,Summit County,Summit Stage,Breckenridge,CO,-106.044494,39.48249701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.044493999907,39.4824970098623
983,80169,80169,Toole County,Northern Transit Interlocal,Shelby,MT,-111.8587249,48.50446448,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.858724900423,48.5044644797435
984,80170,80170,Town of Breckenridge,Free Ride,Breckenridge,CO,-106.051,39.49933202,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.050999999843,39.4993320199538
985,80174,80174,Silver Bow County,Butte Silver Bow Transit,Butte,MT,-112.5384823,46.0143813,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-112.538482300145,46.0143812997206
986,80186,80186,City of Steamboat Springs,Steamboat Springs Transit (SST),Steamboat Springs,CO,-106.836486,40.48819199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.836486000335,40.4881919896697
987,80188,80188,Southern Teton Area Rapid Transit,START Bus,Jackson,WY,-110.75982,43.47443496,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-110.759820000408,43.4744349601728
988,80189,80189,"Southern Colorado Community Action Agency, Inc.",Road Runner Transit,Ignacio,CO,-107.640438,37.122716,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.640437999776,37.1227160001072
989,80193,80193,Senior Citizens Council,Goose Creek Transit (GCT),Sheridan,WY,-106.958543,44.79954702,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.958543000445,44.7995470199642
990,80204,80204,Opportunity Link,North Central Montana Transit (NCMT),Havre,MT,-109.6779921,48.55147492,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.677992099994,48.5514749202902
991,80206,80206,City of Durango,Durango Transit,Durango,CO,-107.879415,37.273978,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.879415000213,37.2739780003506
992,80221,80221,Northeastern Colorado Association of Local Governments,"County Express, Prairie Express",Fort Morgan,CO,-103.801562,40.24892193,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-103.801562000122,40.2489219298044
993,80235,80235,"Human Resource Development Council District IX, Inc.",Streamline,Bozeman,MT,-111.0366265,45.67871784,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.036626500154,45.6787178400955
994,80248,80248,Cedar City,Cedar Area Transportation (CATS),Cedar City,UT,-113.061235,37.67771701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-113.061235000372,37.6777170102749
995,80255,80255,Big Sky Transportation District,Skyline,Big Sky,MT,-111.2923835,45.26802969,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.292383500092,45.2680296897362
996,80256,80256,Town of Mountain Village,Mountain Village Transit,Telluride,CO,-107.853941,37.93228798,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.85394100029,37.9322879796462
997,80258,80258,City of Glenwood Springs,Ride Glenwood Springs (RGS),Glenwood Springs,CO,-107.3274843,39.54680729,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.327484300008,39.5468072896548
998,80260,80260,Uintah Basin Association of Governments,Basin Transit Association (BTA),Roosevelt,UT,-109.986466,40.29770498,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.986466000254,40.2977049799487
999,80263,80263,Town of Snowmass Village,Village Shuttle,Snowmass Village,CO,-106.954121,39.20738299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.95412100034,39.2073829898383
1000,80267,,"Senior Resource Development Agency, Pueblo, Inc.",SRDA Transportation Service,Pueblo,CO,-104.610535,38.26646298,No - Agency data not available due to processing or GTFS standard compliance errors.,Public Domain,-104.610534999893,38.2664629797019
1001,80275,80275,City of Cripple Creek,Cripple Creek Transit,Cripple Creek,CO,-105.2006439,38.79260293,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.200643900247,38.7926029299485
1002,80280,80280,Archuleta County,Mountain Express Transit (MET),Pagosa Springs,CO,-107.010983,37.26877502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.010982999572,37.2687750197312
1003,80284,80284,Park City Municipal Corporation,Park City Transit (PCT),Park City,UT,-111.504324,40.65801299,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.504323999747,40.6580129901229
1004,80285,80285,Via Mobility Services,Via,Boulder,CO,-105.211906,40.02754899,Yes - Agency fetch URL available and in compliance with GTFS standards.,CC-BY-3.0,-105.211905999912,40.0275489899284
1005,80289,80289,Roaring Fork Transportation Authority,Roaring Fork Transportation Authority (RFTA),Glenwood Springs,CO,-107.35625,39.55729501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.356250000221,39.5572950101654
1006,80303,80303,City of Minot,Minot City Transit,Minot,ND,-101.300747,48.23379698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-101.300746999836,48.2337969800298
1007,88116,88116,Northern Cheyenne Tribe,Northern Cheyenne Tribal Transit Program ,Lame Deer,MT,-106.665805,45.619365,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.665805000408,45.6193649999409
1008,88122,88122,Oglala Sioux Tribe,Oglala Sioux Transit,Pine Ridge,SD,-102.5581784,43.02550101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-102.558178400236,43.0255010097493
1009,88134,88134,Confederated Salish and Kootenai Tribes,CSKT Transit,Pablo,MT,-114.1150381,47.59575935,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-114.115038099578,47.5957593500047
1010,88164,88164,Chippewa Cree Tribe,Rocky Boy Transit,Box Elder,MT,-109.7830399,48.26259358,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.783039899949,48.2625935801722
1011,88170,88170,Fort Belknap Indian Community,Fort Belknap Transit ,Harlem,MT,-108.7627114,48.48121777,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-108.762711399607,48.4812177701925
1012,88188,,Crow Tribe of Indians,Crow Nation Transit,Crow Agency,MT,-107.4537975,45.58282388,No - Agency data not available due to processing or GTFS standard compliance errors.,Public Domain,-107.453797499968,45.5828238797424
1013,88194,88194,Yankton Sioux Tribe,Ihanktowan Transit,Wagner,SD,-98.2900843,43.10476905,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-98.2900842999647,43.1047690500343
1014,88200,88200,Ute Tribe,Ute Tribe Transit,Fort Duchesne,UT,-109.8253107,40.28747046,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.825310699667,40.2874704601997
1015,88215,88215,"Montrose County Senior Citizens Transportation, Inc.",All Points Transit (APT),Montrose,CO,-107.8712495,38.47045315,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.871249500232,38.470453149762
1016,88225,88225,Town of Winter Park,The Lift,Winter Park,CO,-105.785715,39.91722802,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.785714999979,39.9172280201878
1017,88226,88226,Town of Telluride,Galloping Goose,Telluride,CO,-107.810741,37.93826998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.81074100031,37.938269979809
1018,88228,88228,Town of Avon,Avon Transit,Avon,CO,-106.5298885,39.6338317,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.529888500142,39.6338316998026
1019,88230,88230,Teller Senior Coalition,TSC Transit,Divide,CO,-105.157147,38.94243099,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.15714699988,38.9424309898254
1020,88239,88239,High Valley Transit District,High Valley Transit (HVT),Park City,UT,-111.5460337,40.72443323,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.54603370006,40.7244332298701
1021,88281,88281,Town of Estes Park,The Peak,Estes Park,CO,-105.520455,40.37753599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.520455000229,40.3775359896693
1022,88288,88288,"Disability Services, Inc.",Envida,Colorado Springs,CO,-104.78958,38.91272201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-104.789579999632,38.9127220097118
1023,88293,88293,Park County,Windrider Transit,Livingston,MT,-110.5556693,45.66329853,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-110.55566930013,45.6632985302523
1024,88294,88294,San Miguel Authority for Regional Transportation,SMART,Telluride,CO,-107.876015,37.94671198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-107.876014999932,37.9467119798334
1025,88298,88298,Town of Vail,Vail Transit,Vail,CO,-106.37993,39.64394399,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.379929999784,39.6439439902613
1026,88299,88299,Clear Creek County,RoundAbout,Georgetown,CO,-105.698419,39.70587401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-105.698418999694,39.7058740101599
1027,88305,88305,Eagle Valley Transportation Authority,Core Transit,Gypsum,CO,-106.9437849,39.63952572,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-106.943784900239,39.6395257199932
1028,88306,88306,City of Moab,Moab Area Transit,Moab,UT,-109.5463744,38.57398186,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.546374400384,38.5739818597873
1029,90001,90001,Regional Transportation Commission of Washoe County,RTC RIDE,Reno,NV,-119.778235,39.515106,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.778234999847,39.5151059998224
1030,90002,90002,City and County of Honolulu,TheBus,Honolulu,HI,-157.855625,21.30139201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-157.855625000414,21.3013920100416
1031,90003,90003,San Francisco Bay Area Rapid Transit District,Bay Area Rapid Transit (BART),Oakland,CA,-122.265403,37.81026801,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.26540300005,37.8102680101779
1032,90004,90004,Golden Empire Transit District,GET Bus,Bakersfield,CA,-119.025556,35.39266302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.025555999944,35.3926630198934
1033,90005,90005,Navajo Nation,Navajo Transit System (NTS),Fort Defiance,AZ,-109.08318,35.78795,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-109.083179999901,35.7879499999446
1034,90006,90006,Santa Cruz Metropolitan Transit District,Santa Cruz METRO,Santa Cruz,CA,-122.032785,36.99070999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.032785000134,36.9907099903087
1035,90008,90008,City of Santa Monica,Big Blue Bus (BBB),Santa Monica,CA,-118.491447,34.01184401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.491447000017,34.0118440100158
1036,90009,90009,San Mateo County Transit District,SamTrans,San Carlos,CA,-122.261979,37.50645901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.261979000378,37.5064590098692
1037,90010,90010,City of Torrance,Torrance Transit System (TTS),Torrance,CA,-118.342604,33.84562701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.34260399973,33.8456270098667
1038,90011,90011,Reno-Sparks Indian Colony,Reno Sparks Indian Colony (RSIC),Reno,NV,-119.786456,39.52417401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.786456000441,39.5241740099381
1039,90012,90012,San Joaquin Regional Transit District,San Joaquin RTD,Stockton,CA,-121.2855793,37.95462558,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.285579299612,37.9546255799495
1040,90013,90013,Santa Clara Valley Transportation Authority,Valley Transportation Authority,San Jose,CA,-121.93934,37.399906,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.939340000289,37.3999059997779
1041,90014,90014,Alameda-Contra Costa Transit District,AC Transit,Oakland,CA,-122.268537,37.80542302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.268537000193,37.8054230197791
1042,90015,90015,City and County of San Francisco,Muni,San Francisco,CA,-122.418583,37.77486499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.418583000053,37.7748649900053
1043,90016,90016,"Golden Gate Bridge, Highway and Transportation District",Golden Gate Transit,San Francisco,CA,-122.4782089,37.81607749,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.478208899819,37.8160774902984
1044,90017,90017,City of Santa Rosa,Santa Rosa CityBus,Santa Rosa,CA,-122.7111872,38.4377895,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.711187199622,38.4377895001063
1045,90019,90019,Sacramento Regional Transit District,Sacramento RT,Sacramento,CA,-121.4702053,38.56886193,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.470205300446,38.5688619296983
1046,90020,90020,Santa Barbara Metropolitan Transit District,Santa Barbara Metropolitan Transit District (SBMTD),Santa Barbara,CA,-119.689939,34.42315699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.689939000378,34.4231569896443
1047,90022,90022,City of Norwalk,Norwalk Transit System (NTS),Norwalk,CA,-118.071871,33.91576598,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.071870999739,33.9157659801418
1048,90023,90023,Long Beach Transit,Long Beach Transit (LBT),Long Beach,CA,-118.16833,33.783585,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.168330000076,33.783584999653
1049,90026,90026,San Diego Metropolitan Transit System,San Diego Metropolitan Transit System (MTS),San Diego,CA,-117.154181,32.705765,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.154180999793,32.7057650000748
1050,90027,90027,City of Fresno,Fresno Area Express (FAX),Fresno,CA,-119.807161,36.74155302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.80716099993,36.7415530202854
1051,90029,90029,Omnitrans,OMNI,San Bernardino,CA,-117.324299,34.10924801,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.324299000379,34.1092480099628
1052,90030,90030,North County Transit District,North County Transit District (NCTD),Oceanside,CA,-117.377239,33.197659,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.377238999997,33.1976590000617
1053,90031,90031,Riverside Transit Agency,Riverside Transit Agency (RTA),Riverside,CA,-117.351718,33.98397799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.351718000217,33.9839779901265
1054,90032,90032;90034;90131;90136;90209,City of Phoenix,Valley Metro,Phoenix,AZ,-112.0755222,33.45165485,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-112.075522200052,33.4516548498042
1055,90033,90033,City of Tucson,Sun Tran,Tucson,AZ,-110.9748053,32.22260209,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-110.974805300192,32.2226020896207
1056,90034,90032;90034;90131;90136;90209,City of Glendale,Glendale Urban Shuttle,Glendale,AZ,-112.1851743,33.53896884,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-112.185174299725,33.5389688400943
1057,90035,90035,Gold Coast Transit District,Gold Coast Transit District (GCTD),Oxnard,CA,-119.148271,34.22884302,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.14827099983,34.228843020248
1058,90036,90036,Orange County Transportation Authority,Orange County Transportation Authority (OCTA),Orange,CA,-117.867952,33.77909499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.867952000126,33.7790949899986
1059,90039,90039,City of Culver City,Culver CityBus,Culver City,CA,-118.395143,34.020781,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.395143000388,34.0207809996401
1060,90041,90041,City of Montebello,Montebello Bus Lines (MBL),Montebello,CA,-118.1129529,34.00704642,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.112952899839,34.0070464197832
1061,90042,90042,City of Gardena,GTrans,Gardena,CA,-118.310359,33.904603,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.310358999556,33.9046030003369
1062,90043,90043,City of Commerce,City of Commerce Transit (CCT),Commerce,CA,-118.155925,34.00080999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.155924999926,34.0008099898501
1063,90044,90044,City of Arcadia,Arcadia Transit,Arcadia,CA,-118.038662,34.13763999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.038662000365,34.137639990191
1064,90045,90045,Regional Transportation Commission of Southern Nevada,Regional Transportation Commission (RTC),Las Vegas,NV,-115.15524,36.16533913,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-115.155240000205,36.1653391302276
1065,90050,90050,City of Simi Valley,Simi Valley Transit (SVT),Simi Valley,CA,-118.719271,34.28806502,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.719271000282,34.2880650197931
1066,90052,90052,City of Corona,Corona Cruiser,Corona,CA,-117.575155,33.87886499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.575154999639,33.8788649903295
1067,90061,90061,Yuba-Sutter Transit Authority,Yuba-Sutter Transit,Marysville,CA,-121.589305,39.15708202,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.589304999928,39.157082020007
1068,90062,90062,Monterey-Salinas Transit,Monterey Salinas Transit (MST),Monterey,CA,-121.809665,36.57629001,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.809665000007,36.5762900098591
1069,90078,90078,Central Contra Costa Transit Authority,County Connection,Concord,CA,-122.02876,38.01060799,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.028759999689,38.010607990117
1070,90079,90079,SunLine Transit Agency,SunLine,Thousand Palms,CA,-116.395565,33.81317501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-116.395565000042,33.8131750097564
1071,90087,90087,City of Santa Maria,Santa Maria Regional Transit (SMRT),Santa Maria,CA,-120.435222,34.94926499,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.435221999867,34.9492649897794
1072,90088,90088,Napa Valley Transportation Authority,VINE Transit,Napa,CA,-122.280425,38.29754899,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.280425000134,38.2975489899412
1073,90089,90089,County of Sonoma,Sonoma County Transit (SCT),Santa Rosa,CA,-122.7252302,38.46573996,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.725230200438,38.4657399598649
1074,90090,90090,Yolo County Transportation District,Yolobus,Woodland,CA,-121.753436,38.67806401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.753436000436,38.6780640101096
1075,90091,90091,City of Visalia,Visalia Transit (VT),Visalia,CA,-119.2886686,36.33172104,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.288668600363,36.3317210401611
1076,90092,90092,"City of Fairfield, California",FAST Transit,Fairfield,CA,-122.0442074,38.25247305,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.044207399671,38.2524730498558
1077,90093,90093,Redding Area Bus Authority,Redding Area Bus Authority (RABA),Redding,CA,-122.381541,40.57317602,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.381540999855,40.573176019839
1078,90119,90119,City of Laguna Beach,Laguna Beach Transit,Laguna Beach,CA,-117.781144,33.54548401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.781143999737,33.5454840103321
1079,90121,90121,Antelope Valley Transit Authority,Antelope Valley Transit Authority (AVTA),Lancaster,CA,-118.13994,34.649813,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.13993999957,34.649812999664
1080,90131,90032;90034;90131;90136;90209,City of Scottsdale,Scottsdale Trolley,Scottsdale,AZ,-111.9209106,33.49447057,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-111.920910599897,33.4944705699677
1081,90134,90134,Peninsula Corridor Joint Powers Board,Caltrain,San Carlos,CA,-122.261979,37.50645901,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.261979000378,37.5064590098692
1082,90136,90032;90034;90131;90136;90209,Regional Public Transportation Authority,Valley Metro,Phoenix,AZ,-112.0755222,33.45165485,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-112.075522200052,33.4516548498042
1083,90142,90142,"University of California, Davis",Unitrans,Davis,CA,-121.729644,38.54327999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.729643999762,38.5432799900222
1084,90144,90144,Livermore Amador Valley Transit Authority,Wheels ,Livermore,CA,-121.801109,37.69131598,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.801108999677,37.6913159799713
1085,90146,90146,Foothill Transit,Foothill Transit,West Covina,CA,-117.926079,34.07022401,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.926078999754,34.0702240098813
1086,90147,90147,City of Los Angeles,LADOT Transit,Los Angeles,CA,-118.242779,34.05371199,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.242779000345,34.0537119898809
1087,90148,90148,Victor Valley Transit Authority,Victor Valley Transit Authority (VVTA),Hesperia,CA,-117.29019,34.42474301,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-117.290189999584,34.4247430101748
1088,90149,90149,City of Lompoc,City of Lompoc Transit (COLT),Lompoc,CA,-120.452369,34.63766699,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.452368999789,34.6376669902358
1089,90151,90151,Southern California Regional Rail Authority,Metrolink,Los Angeles,CA,-118.260398,34.05020601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.260398000271,34.0502060097716
1090,90154,90154,Los Angeles County Metropolitan Transportation Authority,Metro,Los Angeles,CA,-118.232431,34.05511998,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.232431000262,34.0551199796433
1091,90155,90155,City of Vacaville,City Coach,Vacaville,CA,-121.994591,38.351467,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.994591000416,38.3514669998433
1092,90156,90156,City of San Luis Obispo,SLO Transit,San Luis Obispo,CA,-120.662679,35.28284198,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.662678999711,35.2828419800325
1093,90159,90159,Western Contra Costa Transit Authority,WestCAT,Pinole,CA,-122.311849,38.00586601,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.311849000325,38.0058660100607
1094,90161,90161,City of Union City,Union City Transit (UCT),Union City,CA,-122.025889,37.58717402,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-122.025889000211,37.5871740203002
1095,90162,90162,The Eastern Contra Costa Transit Authority,Tri Delta Transit,Antioch,CA,-121.793547,38.012919,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.793546999581,38.0129190001994
1096,90163,90163,City of Camarillo,Camarillo Area Transit (CAT),Camarillo,CA,-119.041205,34.21329999,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.041204999841,34.2132999902345
1097,90164,90164,Ventura County Transportation Commission,Ventura County Transportation Commission (VCTC),Camarillo,CA,-119.059154,34.21932599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.059154000378,34.2193259900239
1098,90165,90165,City of Thousand Oaks,Thousand Oaks Transit (TOT),Thousand Oaks,CA,-118.848581,34.17461101,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.848580999792,34.1746110101563
1099,90168,90168,City of Roseville,Roseville Transit,Roseville,CA,-121.284257,38.74834702,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.284257000175,38.7483470199529
1100,90171,90171,City of Santa Clarita,Santa Clarita Transit (SCT),Santa Clarita,CA,-118.5449637,34.42269477,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-118.54496370008,34.4226947697612
1101,90173,90173,Transit Joint Powers Authority for Merced County,Merced The Bus,Merced,CA,-120.480907,37.30207599,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.480907000433,37.3020759899428
1102,90175,90175,City of Lodi,GrapeLine,Lodi,CA,-121.275987,38.13458002,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.275987000075,38.1345800197496
1103,90182,90182,Altamont Corridor Express,Altamont Corridor Express (ACE),Stockton,CA,-121.279274,37.956997,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.279274000378,37.9569970001248
1104,90196,90196,County of Placer,Placer County Transit (PCT),Auburn,CA,-121.106914,38.93974501,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.106913999777,38.939745009897
1105,90197,90197,City of Tracy,TRACER,Tracy,CA,-121.419991,37.73819701,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-121.419990999606,37.7381970101881
1106,90198,90198,City of Porterville,Porterville Transit,Porterville,CA,-119.0162658,36.07076169,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.016265800243,36.0707616898918
1107,90199,90199,City of Madera,Madera Metro,Madera,CA,-120.064374,36.96256201,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.064374000061,36.9625620101445
1108,90200,90200,Kings County Area Public Transit Agency,Kings Area Rural Transit (KART),Hanford,CA,-119.654332,36.32551,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-119.654331999557,36.3255099997923
1109,90201,90201,City of Turlock,Turlock Transit,Turlock,CA,-120.847016,37.49218698,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.847015999941,37.4921869801991
1110,90206,90206,San Luis Obispo Regional Transit Authority,San Luis Obispo Regional Transit Authority (SLORTA),San Luis Obispo,CA,-120.673663,35.256922,Yes - Agency fetch URL available and in compliance with GTFS standards.,Public Domain,-120.673662999828,35.2569220002094
